 21 1807.882199 3.409E-29 7.578E-04.06890.088 2973.67920.74-.002091       3 1 1 04       1 2 2 02                    P 31f     3666632429 9 9 711    61.0   63.0
 21 1807.956457 1.310E-27 9.483E-04.06530.073 2372.86130.74-.002190       2 1 1 03       0 2 2 01                    P 51f     3655532429 9 9 711   101.0  103.0
 21 1807.981507 1.006E-29 1.507E-04.07460.101 2766.04570.69-.001252       2 3 3 03       0 4 4 01                    R 15f     3666632429 9 9 711    33.0   31.0
 21 1808.108296 4.108E-30 1.253E-02.05150.063 4218.76440.60-.002561       2 0 0 03       0 1 1 01                    P 95e     3644432438 9 9 711   189.0  191.0
 21 1808.111021 4.481E-30 9.554E-03.06650.077 3990.18130.74-.002150       4 0 0 05       2 1 1 03                    P 45e     3665632429 9 9 711    89.0   91.0
 21 1808.413187 2.327E-27 6.966E-05.07300.098 1521.61540.70-.001448       2 1 1 03       1 0 0 01                    R 18e     3666632429 9 9 711    39.0   37.0
 21 1808.554329 5.649E-30 1.595E-04.07300.098 2930.71200.70-.001448       3 1 1 03       2 0 0 01                    R 18e     3666632429 9 9 711    39.0   37.0
 21 1808.560382 1.200E-29 8.242E-06.07660.104 2074.65420.68-.002134       2 2 2 03       0 3 3 01                    P 13e     3366632430 9 9 711    25.0   27.0
 21 1808.633172 1.674E-29 1.651E-02.05980.066 3926.06680.68-.002354       3 0 0 04       1 1 1 02                    P 71e     3655532429 9 9 711   141.0  143.0
 21 1808.728566 3.062E-29 5.364E-04.06970.090 2903.18760.73-.002088       3 1 1 04       1 2 2 02                    P 28e     3666632429 9 9 711    55.0   57.0
 21 1808.764935 1.104E-29 1.659E-04.07400.100 2778.62200.70-.001307       2 3 3 03       0 4 4 01                    R 16e     3666632429 9 9 711    35.0   33.0
 21 1808.912292 2.097E-27 6.646E-04.06630.076 2181.26900.74-.002156       2 1 1 03       0 2 2 01                    P 46e     3665632429 9 9 711    91.0   93.0
 21 1808.982094 4.293E-30 1.544E-04.07020.092 3035.52130.73-.002088       3 1 1 03       1 2 2 01                    P 26e     3666632429 9 9 711    51.0   53.0
 21 1809.105093 4.836E-30 3.545E-03.06110.067 3852.95850.70-.002319       3 0 0 03       1 1 1 01                    P 67e     3655532029 9 9 711   133.0  135.0
 21 1809.109428 4.482E-30 1.719E-04.06990.091 3056.66160.73-.002088       3 1 1 03       1 2 2 01                    P 27f     3666632429 9 9 711    53.0   55.0
 21 1809.318810 3.414E-29 6.449E-04.06940.089 2925.89700.73-.002088       3 1 1 04       1 2 2 02                    P 29f     3666632429 9 9 711    57.0   59.0
 21 1809.344958 7.026E-30 4.996E-06.07740.105 2064.45360.68-.002139       2 2 2 03       0 3 3 01                    P 12f     3366632430 9 9 711    23.0   25.0
 21 1809.415604 1.680E-27 8.640E-04.06570.074 2293.88680.74-.002176       2 1 1 03       0 2 2 01                    P 49f     3665632429 9 9 711    97.0   99.0
 21 1809.485862 5.369E-30 8.564E-03.06680.078 3920.69430.75-.002138       4 0 0 05       2 1 1 03                    P 43e     3665632429 9 9 711    85.0   87.0
 21 1809.548158 1.197E-29 1.817E-04.07350.099 2791.98400.70-.001359       2 3 3 03       0 4 4 01                    R 17f     3666632429 9 9 711    37.0   35.0
 21 1809.726355 7.775E-30 1.189E-02.05220.063 4072.01500.61-.002545       2 0 0 03       0 1 1 01                    P 93e     3644432438 9 9 711   185.0  187.0
 21 1810.037712 2.577E-29 1.536E-02.06050.066 3816.29350.69-.002337       3 0 0 04       1 1 1 02                    P 69e     3655532429 9 9 711   137.0  139.0
 21 1810.037908 2.469E-27 7.786E-05.07200.096 1552.04330.71-.001545       2 1 1 03       1 0 0 01                    R 20e     3666632429 9 9 711    43.0   41.0
 21 1810.056119 6.038E-30 1.796E-04.07200.096 2961.17350.71-.001545       3 1 1 03       2 0 0 01                    R 20e     3666632429 9 9 711    43.0   41.0
 21 1810.130776 3.374E-30 2.512E-06.07820.107 2055.03740.68-.002143       2 2 2 03       0 3 3 01                    P 11e     3366632430 9 9 711    21.0   23.0
 21 1810.331110 1.282E-29 1.980E-04.07300.098 2806.13170.70-.001410       2 3 3 03       0 4 4 01                    R 18e     3666632429 9 9 711    39.0   37.0
 21 1810.361025 2.952E-29 4.532E-04.07020.092 2860.09730.73-.002088       3 1 1 04       1 2 2 02                    P 26e     3666632429 9 9 711    51.0   53.0
 21 1810.604185 2.574E-27 6.049E-04.06660.077 2110.09010.74-.002143       2 1 1 03       0 2 2 01                    P 44e     3665632429 9 9 711    87.0   89.0
