 51 2185.445697 3.445E-24 3.701E+01.05100.054 2866.29750.67-.002290              2              1                    R 19      47566310 8 5 5 1 8    41.0   39.0
 51 2186.639055 3.387E-19 1.824E+01.05690.062  253.66720.74-.002500              1              0                    R 11      47566310 8 5 5 1 1    25.0   23.0
 51 2186.692757 3.095E-30 5.607E+01.04480.047 5897.57960.67-.002887              3              2                    R 29      47566310 8 5 5 1 8    61.0   59.0
 51 2188.489845 2.504E-24 3.722E+01.05030.053 2942.30280.67-.002353              2              1                    R 20      47562310 8 5 5 1 8    43.0   41.0
 51 2189.314575 1.853E-30 5.633E+01.04430.047 6010.17090.67-.002941              3              2                    R 30      47566310 8 5 5 1 8    63.0   61.0
 51 2190.017563 2.938E-19 1.838E+01.05610.060  299.76560.73-.002580              1              0                    R 12      47566310 8 5 5 1 1    27.0   25.0
 51 2191.495912 1.783E-24 3.743E+01.04960.053 3022.08730.67-.002416              2              1                    R 21      47562310 8 5 5 1 8    45.0   43.0
 51 2191.896854 1.089E-30 5.658E+01.04380.046 6126.46900.67-.002993              3              2                    R 31      47566310 8 5 5 1 8    65.0   63.0
 51 2193.359158 2.487E-19 1.852E+01.05530.059  349.69750.72-.002590              1              0                    R 13      47566310 8 5 5 1 1    29.0   27.0
 51 2194.439448 6.275E-31 5.683E+01.04320.046 6246.46950.67-.003043              3              2                    R 32      47566310 8 5 5 1 8    67.0   65.0
 51 2194.463752 1.244E-24 3.763E+01.04900.052 3105.64790.67-.002479              2              1                    R 22      47562310 8 5 5 1 8    47.0   45.0
 51 2196.663693 2.056E-19 1.866E+01.05450.059  403.46120.71-.002640              1              0                    R 14      47566310 8 5 5 1 1    31.0   29.0
 51 2196.942212 3.549E-31 5.707E+01.04270.045 6370.16770.67-.003092              3              2                    R 33      47566310 8 5 5 1 8    69.0   67.0
 51 2197.393219 8.508E-25 3.783E+01.04830.051 3192.98150.67-.002540              2              1                    R 23      47562310 8 5 5 1 8    49.0   47.0
 51 2199.404999 1.970E-31 5.731E+01.04220.045 6497.55860.67-.003140              3              2                    R 34      47566310 8 5 5 1 8    71.0   69.0
 51 2199.931023 1.660E-19 1.879E+01.05380.058  461.05450.70-.002690              1              0                    R 15      47566310 8 5 5 1 1    33.0   31.0
 51 2200.284167 5.701E-25 3.803E+01.04770.051 3284.08460.67-.002601              2              1                    R 24      47562310 8 5 5 1 8    51.0   49.0
 51 2201.827665 1.073E-31 5.755E+01.04170.044 6628.63740.67-.003187              3              2                    R 35      47566310 8 5 5 1 8    73.0   71.0
 51 2203.136451 3.745E-25 3.822E+01.04710.050 3378.95370.67-.002661              2              1                    R 25      47562310 8 5 5 1 8    53.0   51.0
 51 2203.161002 1.311E-19 1.891E+01.05310.057  522.47510.69-.002740              1              0                    R 16      47566310 8 5 5 1 1    35.0   33.0
 51 2205.949925 2.412E-25 3.841E+01.04650.049 3477.58510.67-.002719              2              1                    R 26      47562310 8 5 5 1 8    55.0   53.0
 51 2206.353482 1.013E-19 1.903E+01.05240.056  587.72090.68-.002870              1              0                    R 17      47566310 8 5 5 1 1    37.0   35.0
 51 2208.724442 1.523E-25 3.860E+01.04600.049 3579.97510.67-.002777              2              1                    R 27      47562310 8 5 5 1 8    57.0   55.0
 51 2209.508319 7.657E-20 1.915E+01.05170.055  656.78920.67-.002650              1              0                    R 18      47566310 8 5 5 1 1    39.0   37.0
 51 2211.459859 9.435E-26 3.879E+01.04540.048 3686.11980.67-.002833              2              1                    R 28      47562310 8 5 5 1 8    59.0   57.0
 51 2212.625365 5.666E-20 1.926E+01.05100.054  729.67740.67-.002790              1              0                    R 19      47566310 8 5 5 1 1    41.0   39.0
 51 2214.156028 5.731E-26 3.897E+01.04480.047 3796.01490.67-.002887              2              1                    R 29      47562310 8 5 5 1 8    61.0   59.0
 51 2215.704476 4.105E-20 1.937E+01.05030.053  806.38280.67-.003130              1              0                    R 20      47562310 8 5 5 1 1    43.0   41.0
 51 2216.812805 3.414E-26 3.915E+01.04430.047 3909.65620.67-.002941              2              1                    R 30      47562310 8 5 5 1 8    63.0   61.0
 51 2218.745505 2.913E-20 1.948E+01.04960.053  886.90240.67-.003140              1              0                    R 21      47562310 8 5 5 1 1    45.0   43.0
 51 2219.430044 1.995E-26 3.933E+01.04380.046 4027.03950.67-.002993              2              1                    R 31      47562310 8 5 5 1 8    65.0   63.0
 51 2221.748306 2.025E-20 1.959E+01.04900.052  971.23320.67-.002780              1              0                    R 22      47562310 8 5 5 1 1    47.0   45.0
 51 2222.007601 1.144E-26 3.950E+01.04320.046 4148.16010.67-.003043              2              1                    R 32      47562310 8 5 5 1 8    67.0   65.0
 51 2224.545329 6.435E-27 3.968E+01.04270.045 4273.01330.67-.003092              2              1                    R 33      47562310 8 5 5 1 8    69.0   67.0
 51 2224.712734 1.379E-20 1.970E+01.04830.051 1059.37180.67-.002880              1              0                    R 23      47562310 8 5 5 1 1    49.0   47.0
 51 2227.043083 3.551E-27 3.985E+01.04220.045 4401.59440.67-.003140              2              1                    R 34      47562310 8 5 5 1 8    71.0   69.0
 51 2227.638643 9.206E-21 1.980E+01.04770.051 1151.31500.67-.002601              1              0                    R 24      47562310 8 5 5 1 8    51.0   49.0
 51 2229.500720 1.923E-27 4.002E+01.04170.044 4533.89830.67-.003187              2              1                    R 35      47562310 8 5 5 1 8    73.0   71.0
 51 2230.525888 6.022E-21 1.990E+01.04710.050 1247.05920.67-.002661              1              0                    R 25      47562310 8 5 5 1 8    53.0   51.0
 51 2231.918093 1.022E-27 4.018E+01.04130.044 4669.92000.67-.003232              2              1                    R 36      47562310 8 5 5 1 8    75.0   73.0
 51 2233.374323 3.862E-21 2.000E+01.04650.049 1346.60080.67-.002719              1              0                    R 26      47562310 8 5 5 1 8    55.0   53.0
 51 2234.295058 5.331E-28 4.035E+01.04080.043 4809.65410.67-.003276              2              1                    R 37      47562310 8 5 5 1 8    77.0   75.0
 51 2236.183802 2.428E-21 2.010E+01.04600.049 1449.93600.67-.002777              1              0                    R 27      47562310 8 5 5 1 8    57.0   55.0
 51 2236.631470 2.729E-28 4.051E+01.04030.043 4953.09540.67-.003318              2              1                    R 38      47562310 8 5 5 1 8    79.0   77.0
 51 2238.927184 1.371E-28 4.067E+01.03990.042 5100.23820.67-.003360              2              1                    R 39      47562310 8 5 5 1 8    81.0   79.0
 51 2238.954181 1.497E-21 2.020E+01.04540.048 1557.06070.67-.002833              1              0                    R 28      47562310 8 5 5 1 8    59.0   57.0
 51 2241.182055 6.761E-29 4.083E+01.03950.042 5251.07690.67-.003400              2              1                    R 40      47562310 8 5 5 1 8    83.0   81.0
 51 2241.685314 9.046E-22 2.030E+01.04480.047 1667.97090.67-.002887              1              0                    R 29      47562310 8 5 5 1 8    61.0   59.0
 51 2243.395939 3.273E-29 4.098E+01.03900.041 5405.60560.67-.003439              2              1                    R 41      47562310 8 5 5 1 8    85.0   83.0
 51 2244.377056 5.362E-22 2.039E+01.04430.047 1782.66240.67-.002941              1              0                    R 30      47562310 8 5 5 1 8    63.0   61.0
 51 2245.568691 1.555E-29 4.114E+01.03860.041 5563.81840.67-.003476              2              1                    R 42      47562310 8 5 5 1 8    87.0   85.0
 51 2247.029262 3.117E-22 2.048E+01.04380.046 1901.13080.67-.002993              1              0                    R 31      47562310 8 5 5 1 8    65.0   63.0
 51 2247.700167 7.257E-30 4.129E+01.03820.040 5725.70900.67-.003513              2              1                    R 43      47562310 8 5 5 1 8    89.0   87.0
 51 2249.641787 1.778E-22 2.058E+01.04320.046 2023.37150.67-.003043              1              0                    R 32      47562310 8 5 5 1 8    67.0   65.0
 51 2249.790221 3.324E-30 4.144E+01.03780.040 5891.27140.67-.003549              2              1                    R 44      47562310 8 5 5 1 8    91.0   89.0
 51 2251.838711 1.495E-30 4.159E+01.03740.040 6060.49900.67-.003583              2              1                    R 45      47562310 8 5 5 1 8    93.0   91.0
 51 2252.214486 9.944E-23 2.067E+01.04270.045 2149.37990.67-.003092              1              0                    R 33      47562310 8 5 5 1 8    69.0   67.0
 51 2253.845491 6.602E-31 4.174E+01.03700.039 6233.38530.67-.003617              2              1                    R 46      47562310 8 5 5 1 8    95.0   93.0
 51 2254.747215 5.457E-23 2.076E+01.04220.045 2279.15110.67-.003140              1              0                    R 34      47562310 8 5 5 1 8    71.0   69.0
 51 2255.810417 2.863E-31 4.188E+01.03660.039 6409.92360.67-.003649              2              1                    R 47      47562310 8 5 5 1 8    97.0   95.0
 51 2257.239828 2.938E-23 2.085E+01.04170.044 2412.68010.67-.003187              1              0                    R 35      47562310 8 5 5 1 8    73.0   71.0
 51 2257.733345 1.219E-31 4.202E+01.03620.038 6590.10710.67-.003681              2              1                    R 48      47562310 8 5 5 1 8    99.0   97.0
 51 2259.692181 1.552E-23 2.094E+01.04130.044 2549.96200.67-.003232              1              0                    R 36      47562310 8 5 5 1 8    75.0   73.0
 51 2262.104130 8.044E-24 2.102E+01.04080.043 2690.99130.67-.003276              1              0                    R 37      47562310 8 5 5 1 8    77.0   75.0
 51 2264.475530 4.091E-24 2.111E+01.04030.043 2835.76270.67-.003318              1              0                    R 38      47562310 8 5 5 1 8    79.0   77.0
 51 2266.806236 2.042E-24 2.120E+01.03990.042 2984.27070.67-.003360              1              0                    R 39      47562310 8 5 5 1 8    81.0   79.0
 51 2269.096105 1.000E-24 2.128E+01.03950.042 3136.50950.67-.003400              1              0                    R 40      47562310 8 5 5 1 8    83.0   81.0
 51 2271.344992 4.809E-25 2.136E+01.03900.041 3292.47340.67-.003439              1              0                    R 41      47562310 8 5 5 1 8    85.0   83.0
 51 2273.552753 2.269E-25 2.145E+01.03860.041 3452.15630.67-.003476              1              0                    R 42      47562310 8 5 5 1 8    87.0   85.0
 51 2275.719244 1.051E-25 2.153E+01.03820.040 3615.55210.67-.003513              1              0                    R 43      47562310 8 5 5 1 8    89.0   87.0
 51 2277.844321 4.779E-26 2.161E+01.03780.040 3782.65470.67-.003549              1              0                    R 44      47562310 8 5 5 1 8    91.0   89.0
 51 2279.927840 2.133E-26 2.169E+01.03740.040 3953.45740.67-.003583              1              0                    R 45      47562310 8 5 5 1 8    93.0   91.0
 51 2281.969657 9.347E-27 2.176E+01.03700.039 4127.95390.67-.003617              1              0                    R 46      47562310 8 5 5 1 8    95.0   93.0
 51 2283.969628 4.021E-27 2.184E+01.03660.039 4306.13750.67-.003649              1              0                    R 47      47562310 8 5 5 1 8    97.0   95.0
 51 2285.927610 1.699E-27 2.192E+01.03620.038 4488.00120.67-.003681              1              0                    R 48      47562310 8 5 5 1 8    99.0   97.0
 51 2287.843459 7.045E-28 2.199E+01.03590.038 4673.53810.67-.003711              1              0                    R 49      47562310 8 5 5 1 8   101.0   99.0
 51 2289.717032 2.869E-28 2.207E+01.03550.038 4862.74110.67-.003741              1              0                    R 50      47562310 8 5 5 1 8   103.0  101.0
 51 2291.548184 1.147E-28 2.214E+01.03520.037 5055.60290.67-.003770              1              0                    R 51      47562310 8 5 5 1 8   105.0  103.0
 51 2293.336772 4.506E-29 2.221E+01.03480.037 5252.11620.67-.003798              1              0                    R 52      47562310 8 5 5 1 8   107.0  105.0
 51 2295.082654 1.738E-29 2.228E+01.03450.037 5452.27330.67-.003825              1              0                    R 53      47562310 8 5 5 1 8   109.0  107.0
 51 2296.785684 6.582E-30 2.235E+01.03420.036 5656.06660.67-.003852              1              0                    R 54      47562310 8 5 5 1 8   111.0  109.0
 51 2298.445721 2.449E-30 2.242E+01.03380.036 5863.48830.67-.003877              1              0                    R 55      47562310 8 5 5 1 8   113.0  111.0
 51 2300.062620 8.949E-31 2.249E+01.03350.036 6074.53040.67-.003902              1              0                    R 56      47562310 8 5 5 1 8   115.0  113.0
 51 2301.636239 3.212E-31 2.255E+01.03320.035 6289.18470.67-.003926              1              0                    R 57      47562310 8 5 5 1 8   117.0  115.0
 51 2303.166433 1.133E-31 2.262E+01.03290.035 6507.44310.67-.003950              1              0                    R 58      47562310 8 5 5 1 8   119.0  117.0
